FECHA,HORA,AJM,BJU,CAM,FAR,GAM,HGM,INN,MER,MGH,MPA,PED,SAC,SAG,SFE,TLA,UIZ,XAL
29/6/2024,19,5,12,13,-99,12,-99,6,12,-99,-99,-99,-99,-99,-99,-99,-99,-99
29/6/2024,20,10,10,11,-99,14,-99,10,12,-99,-99,11,-99,-99,-99,-99,-99,-99
29/6/2024,21,10,12,13,-99,16,-99,11,12,-99,-99,12,-99,-99,-99,-99,-99,-99
29/6/2024,22,4,6,5,-99,10,-99,8,7,-99,-99,5,-99,-99,-99,-99,-99,-99
29/6/2024,23,2,3,7,-99,7,-99,4,5,-99,-99,3,-99,-99,-99,-99,-99,-99
29/6/2024,24,-99,4,7,-99,7,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99
30/6/2024,1,-99,8,8,-99,8,-99,-99,7,-99,-99,5,-99,-99,-99,-99,-99,-99
30/6/2024,2,-99,8,8,-99,7,-99,-99,9,-99,-99,6,-99,-99,-99,-99,-99,-99
30/6/2024,3,-99,7,9,-99,6,-99,-99,9,-99,-99,5,-99,-99,-99,-99,-99,-99
30/6/2024,4,-99,8,7,-99,8,-99,-99,9,-99,-99,6,-99,-99,-99,-99,-99,-99
30/6/2024,5,-99,6,6,-99,8,-99,-99,5,-99,-99,6,-99,-99,-99,-99,-99,-99
30/6/2024,6,-99,6,3,-99,5,-99,-99,8,-99,-99,5,-99,-99,-99,-99,-99,-99
30/6/2024,7,-99,5,5,-99,9,-99,-99,6,-99,-99,5,-99,-99,-99,-99,-99,-99
30/6/2024,8,-99,4,5,-99,10,-99,-99,6,-99,-99,5,-99,-99,-99,-99,-99,-99
30/6/2024,9,-99,5,5,-99,11,-99,-99,7,-99,-99,6,-99,-99,-99,-99,-99,-99
30/6/2024,10,-99,3,6,-99,6,-99,-99,4,-99,-99,3,-99,-99,-99,-99,-99,-99
30/6/2024,11,-99,4,4,-99,4,-99,-99,3,-99,-99,3,-99,-99,-99,-99,-99,-99
30/6/2024,12,-99,4,7,-99,6,-99,-99,8,-99,-99,4,-99,-99,-99,-99,-99,-99
30/6/2024,13,-99,5,7,-99,6,-99,-99,9,-99,-99,3,-99,-99,-99,-99,-99,-99
30/6/2024,14,-99,4,3,-99,3,-99,-99,3,-99,-99,4,-99,-99,-99,-99,-99,-99
30/6/2024,15,-99,3,2,-99,3,-99,-99,4,-99,-99,2,-99,-99,-99,-99,-99,-99
30/6/2024,16,-99,2,3,-99,1,-99,-99,9,-99,-99,2,-99,-99,-99,-99,-99,-99
30/6/2024,17,-99,3,3,-99,3,-99,-99,6,-99,-99,3,-99,-99,-99,-99,-99,-99
30/6/2024,18,-99,2,2,-99,4,-99,-99,3,-99,-99,3,-99,-99,-99,-99,-99,-99
30/6/2024,19,-99,1,2,-99,1,-99,-99,3,-99,-99,2,-99,-99,-99,-99,-99,-99
30/6/2024,20,-99,2,2,-99,1,-99,-99,4,-99,-99,2,-99,-99,-99,-99,-99,-99
30/6/2024,21,-99,3,4,-99,2,-99,-99,3,-99,-99,3,-99,-99,-99,-99,-99,-99
30/6/2024,22,-99,4,1,-99,1,-99,-99,4,-99,-99,3,-99,-99,-99,-99,-99,-99
30/6/2024,23,-99,2,-99,-99,-99,-99,-99,3,-99,-99,2,-99,-99,-99,-99,-99,-99
30/6/2024,24,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/7/2024,1,-99,1,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/7/2024,2,-99,1,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/7/2024,3,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/7/2024,4,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/7/2024,5,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/7/2024,6,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/7/2024,7,-99,-99,-99,-99,1,-99,-99,1,-99,-99,3,-99,-99,-99,-99,-99,-99
1/7/2024,8,-99,-99,-99,-99,2,-99,-99,2,-99,-99,3,-99,-99,-99,-99,-99,-99
1/7/2024,9,-99,-99,1,-99,2,-99,-99,3,-99,-99,2,-99,-99,-99,-99,-99,-99
1/7/2024,10,-99,-99,2,-99,3,-99,-99,4,-99,-99,2,-99,-99,-99,-99,-99,-99
1/7/2024,11,-99,-99,3,-99,1,-99,1,2,-99,-99,3,-99,-99,-99,-99,-99,-99
1/7/2024,12,-99,-99,2,-99,2,-99,2,3,-99,-99,3,-99,-99,-99,-99,-99,-99
1/7/2024,13,-99,-99,2,-99,2,-99,3,2,-99,-99,2,-99,-99,-99,-99,-99,-99
1/7/2024,14,-99,-99,5,-99,2,-99,1,5,-99,-99,4,-99,-99,-99,-99,-99,-99
1/7/2024,15,-99,-99,5,-99,-99,-99,-99,4,-99,-99,5,-99,-99,-99,-99,-99,-99
1/7/2024,16,-99,-99,5,-99,6,-99,1,6,-99,-99,5,-99,-99,-99,-99,-99,-99
1/7/2024,17,-99,-99,5,-99,5,-99,4,5,-99,-99,5,-99,-99,-99,-99,-99,-99
1/7/2024,18,-99,-99,6,-99,6,-99,4,7,-99,-99,4,-99,-99,-99,-99,-99,-99
1/7/2024,19,-99,-99,6,-99,6,-99,5,5,-99,-99,5,-99,-99,-99,-99,-99,-99
1/7/2024,20,-99,-99,6,-99,8,-99,6,8,-99,-99,3,-99,-99,-99,-99,-99,-99
1/7/2024,21,-99,-99,6,-99,6,-99,6,7,-99,-99,4,-99,-99,-99,-99,-99,-99
1/7/2024,22,-99,-99,13,-99,12,-99,6,11,-99,-99,6,-99,-99,-99,-99,-99,-99
1/7/2024,23,-99,-99,9,-99,9,-99,6,13,-99,-99,6,-99,-99,-99,-99,-99,-99
1/7/2024,24,-99,-99,7,-99,8,-99,5,7,-99,-99,6,-99,-99,-99,-99,-99,-99
2/7/2024,1,-99,-99,10,-99,4,-99,5,6,-99,-99,6,-99,-99,-99,-99,-99,-99
2/7/2024,2,-99,-99,12,-99,7,-99,5,4,-99,-99,6,-99,-99,-99,-99,-99,-99
2/7/2024,3,-99,-99,9,-99,5,-99,5,6,-99,-99,5,-99,-99,-99,-99,-99,-99
2/7/2024,4,-99,-99,8,-99,5,-99,5,10,-99,-99,6,-99,-99,-99,-99,-99,-99
2/7/2024,5,-99,-99,7,-99,4,-99,5,8,-99,-99,3,-99,6,-99,-99,-99,-99
2/7/2024,6,-99,-99,-99,-99,6,-99,4,8,-99,-99,3,-99,11,-99,-99,-99,-99
2/7/2024,7,-99,-99,-99,-99,10,-99,3,13,-99,-99,-99,-99,13,-99,-99,-99,-99
2/7/2024,8,-99,-99,-99,-99,9,-99,3,12,-99,-99,5,-99,13,-99,-99,-99,-99
2/7/2024,9,-99,-99,-99,-99,13,-99,2,15,-99,-99,5,-99,13,-99,-99,-99,-99
2/7/2024,10,-99,-99,-99,-99,10,-99,3,-99,-99,-99,4,-99,12,-99,-99,-99,-99
2/7/2024,11,-99,-99,-99,-99,13,-99,3,-99,-99,-99,5,-99,11,-99,-99,-99,-99
2/7/2024,12,-99,-99,-99,-99,11,-99,4,-99,-99,-99,6,-99,-99,-99,-99,-99,-99
2/7/2024,13,-99,-99,-99,-99,5,-99,4,-99,-99,-99,6,-99,12,-99,-99,-99,-99
2/7/2024,14,-99,-99,-99,-99,9,-99,5,-99,-99,-99,3,-99,13,-99,-99,-99,-99
2/7/2024,15,-99,-99,-99,-99,5,-99,5,5,-99,-99,4,-99,18,-99,-99,-99,-99
2/7/2024,16,-99,-99,-99,-99,8,-99,3,8,-99,-99,4,-99,14,-99,-99,-99,-99
2/7/2024,17,-99,-99,-99,-99,7,-99,5,4,-99,-99,-99,-99,11,-99,-99,-99,-99
2/7/2024,18,-99,6,-99,-99,-99,-99,5,17,-99,-99,5,-99,37,-99,-99,-99,-99
2/7/2024,19,-99,13,-99,-99,-99,-99,10,13,-99,-99,9,-99,18,-99,-99,-99,-99
2/7/2024,20,-99,11,-99,-99,-99,-99,5,9,-99,-99,10,-99,13,-99,-99,-99,-99
2/7/2024,21,-99,11,-99,-99,-99,-99,7,10,-99,-99,10,-99,12,-99,-99,-99,-99
2/7/2024,22,-99,7,-99,-99,-99,-99,3,10,-99,-99,8,-99,4,-99,-99,-99,-99
2/7/2024,23,-99,3,-99,-99,-99,-99,3,4,-99,-99,2,-99,-99,-99,-99,-99,-99
2/7/2024,24,-99,2,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,3,-99,-99,-99,-99
3/7/2024,1,-99,2,-99,-99,-99,-99,3,-99,-99,-99,2,-99,4,-99,-99,-99,-99
3/7/2024,2,-99,3,-99,-99,-99,-99,3,-99,-99,-99,2,-99,4,-99,-99,-99,-99
3/7/2024,3,-99,5,-99,-99,-99,-99,3,8,-99,-99,3,-99,3,-99,-99,-99,-99
3/7/2024,4,-99,4,-99,-99,-99,-99,4,2,-99,-99,2,-99,4,-99,-99,-99,-99
3/7/2024,5,-99,-99,-99,-99,-99,-99,3,8,-99,-99,2,-99,3,-99,-99,-99,-99
3/7/2024,6,-99,5,-99,-99,-99,-99,4,5,-99,-99,2,-99,7,-99,-99,-99,-99
3/7/2024,7,-99,6,-99,-99,-99,-99,3,14,-99,-99,3,-99,9,-99,-99,-99,-99
3/7/2024,8,-99,5,-99,-99,-99,-99,3,14,-99,-99,5,-99,7,-99,-99,-99,-99
3/7/2024,9,-99,6,-99,-99,-99,-99,3,11,-99,-99,8,-99,9,-99,-99,-99,-99
3/7/2024,10,-99,4,-99,-99,-99,-99,4,8,-99,-99,-99,-99,7,-99,-99,-99,-99
3/7/2024,11,-99,6,-99,-99,-99,-99,4,8,-99,-99,3,-99,8,-99,-99,-99,-99
3/7/2024,12,-99,4,-99,-99,-99,-99,4,9,-99,-99,5,-99,6,-99,-99,-99,-99
3/7/2024,13,-99,5,-99,-99,-99,-99,6,8,-99,-99,3,-99,15,-99,-99,-99,-99
3/7/2024,14,-99,9,-99,-99,-99,-99,4,-99,-99,-99,6,-99,19,-99,-99,-99,-99
3/7/2024,15,-99,6,-99,-99,-99,-99,-99,-99,-99,-99,6,-99,31,-99,-99,-99,-99
3/7/2024,16,-99,5,-99,-99,-99,-99,6,6,-99,-99,6,-99,24,-99,-99,-99,-99
3/7/2024,17,-99,5,-99,-99,-99,-99,4,6,-99,-99,4,-99,10,-99,-99,-99,-99
3/7/2024,18,-99,-99,-99,-99,-99,-99,4,6,-99,-99,5,-99,7,-99,-99,-99,-99
3/7/2024,19,-99,9,-99,-99,-99,-99,4,12,-99,-99,7,-99,8,-99,-99,-99,-99
3/7/2024,20,-99,6,9,-99,-99,-99,5,11,-99,-99,7,-99,6,-99,-99,-99,-99
3/7/2024,21,-99,6,7,-99,-99,-99,9,8,-99,-99,6,-99,7,-99,-99,-99,-99
3/7/2024,22,-99,5,6,-99,-99,-99,8,4,-99,-99,4,-99,2,-99,-99,-99,-99
3/7/2024,23,-99,5,2,-99,-99,-99,6,1,-99,-99,4,-99,2,-99,-99,-99,-99
3/7/2024,24,-99,3,4,-99,-99,-99,5,-99,-99,-99,5,-99,3,-99,-99,-99,-99
4/7/2024,1,-99,3,2,-99,-99,-99,4,1,-99,1,3,-99,2,-99,-99,-99,-99
4/7/2024,2,-99,3,1,-99,-99,-99,4,3,-99,2,4,-99,1,-99,-99,-99,-99
4/7/2024,3,-99,4,2,-99,-99,-99,5,5,-99,3,-99,-99,2,-99,-99,-99,-99
4/7/2024,4,-99,4,3,-99,3,-99,3,4,-99,3,-99,-99,6,-99,-99,-99,-99
4/7/2024,5,-99,4,11,-99,6,-99,4,5,-99,2,-99,-99,6,-99,-99,-99,-99
4/7/2024,6,-99,5,9,-99,6,-99,3,5,-99,2,-99,-99,6,-99,-99,-99,-99
4/7/2024,7,-99,4,7,-99,8,-99,3,7,-99,2,4,-99,7,-99,-99,-99,-99
4/7/2024,8,-99,6,7,-99,8,-99,4,5,-99,2,6,-99,7,-99,-99,-99,-99
4/7/2024,9,-99,6,9,-99,7,-99,4,6,-99,3,7,-99,7,-99,-99,-99,-99
4/7/2024,10,-99,7,7,-99,12,-99,4,11,-99,2,6,-99,7,-99,-99,-99,-99
4/7/2024,11,-99,6,11,-99,10,-99,5,7,-99,3,6,-99,7,-99,-99,-99,-99
4/7/2024,12,-99,7,12,-99,9,-99,6,9,-99,5,5,-99,10,-99,-99,-99,-99
4/7/2024,13,-99,8,11,-99,14,-99,8,5,-99,-99,5,-99,12,-99,-99,-99,-99
4/7/2024,14,-99,8,11,-99,11,-99,8,7,-99,-99,7,-99,14,-99,-99,-99,-99
4/7/2024,15,-99,11,7,-99,8,-99,6,7,-99,9,8,-99,15,-99,-99,-99,-99
4/7/2024,16,-99,8,7,-99,9,-99,6,7,-99,8,9,-99,14,-99,-99,-99,-99
4/7/2024,17,-99,6,12,-99,14,-99,8,9,-99,5,7,-99,27,-99,-99,-99,-99
4/7/2024,18,-99,11,20,-99,15,-99,7,11,-99,11,10,-99,22,-99,-99,-99,-99
4/7/2024,19,-99,10,7,-99,15,-99,7,11,-99,11,8,-99,17,-99,-99,-99,-99
4/7/2024,20,-99,8,7,-99,16,-99,5,11,-99,4,5,-99,21,-99,-99,-99,-99
4/7/2024,21,-99,7,15,-99,14,-99,5,9,-99,6,7,-99,16,-99,-99,-99,-99
4/7/2024,22,-99,8,20,-99,17,-99,4,15,-99,4,-99,-99,17,-99,-99,-99,-99
4/7/2024,23,-99,8,14,-99,23,-99,5,13,-99,2,4,-99,22,-99,-99,-99,-99
4/7/2024,24,-99,8,14,-99,19,-99,5,13,-99,1,5,-99,21,-99,-99,-99,-99
5/7/2024,1,-99,10,16,-99,17,-99,5,14,-99,2,5,-99,17,-99,-99,-99,-99
5/7/2024,2,-99,8,15,-99,15,-99,4,11,-99,3,5,-99,15,-99,-99,-99,-99
5/7/2024,3,-99,6,18,-99,14,-99,3,12,-99,4,4,-99,11,-99,-99,-99,-99
5/7/2024,4,-99,5,18,-99,15,-99,5,17,-99,4,4,-99,12,-99,-99,-99,-99
5/7/2024,5,-99,6,20,-99,11,-99,5,16,-99,5,5,-99,10,-99,-99,-99,-99
5/7/2024,6,-99,7,21,-99,15,-99,5,19,-99,6,6,-99,16,-99,-99,-99,-99
5/7/2024,7,-99,10,22,-99,18,-99,4,19,-99,6,7,-99,29,-99,-99,-99,-99
5/7/2024,8,-99,13,29,-99,23,-99,4,17,-99,7,9,-99,41,-99,-99,-99,-99
5/7/2024,9,-99,15,20,-99,21,-99,4,19,-99,8,10,-99,30,-99,-99,-99,-99
5/7/2024,10,-99,11,14,-99,22,-99,6,16,-99,7,8,-99,33,-99,-99,-99,-99
5/7/2024,11,-99,9,17,-99,21,-99,8,15,-99,7,8,-99,27,-99,-99,-99,-99
5/7/2024,12,-99,16,17,-99,21,-99,7,19,-99,11,10,-99,27,-99,-99,-99,-99
5/7/2024,13,-99,15,17,-99,19,-99,9,16,-99,9,13,-99,30,-99,-99,-99,-99
5/7/2024,14,-99,13,9,-99,11,-99,12,13,-99,12,12,-99,26,-99,-99,-99,-99
5/7/2024,15,-99,10,8,-99,10,-99,11,11,-99,13,12,-99,-99,-99,-99,-99,-99
5/7/2024,16,-99,10,-99,-99,14,-99,20,11,-99,11,12,-99,23,-99,-99,-99,-99
5/7/2024,17,-99,15,-99,-99,23,-99,9,20,-99,9,12,-99,28,-99,-99,-99,-99
5/7/2024,18,-99,13,-99,-99,17,-99,10,15,-99,14,16,-99,29,-99,-99,-99,-99
5/7/2024,19,-99,19,-99,-99,21,-99,18,18,-99,15,15,-99,24,-99,-99,-99,-99
5/7/2024,20,-99,17,-99,-99,20,-99,13,19,-99,16,16,-99,31,-99,-99,-99,-99
5/7/2024,21,-99,17,-99,-99,23,-99,18,20,-99,15,14,-99,30,-99,-99,-99,-99
5/7/2024,22,-99,21,-99,-99,19,-99,-99,17,-99,12,19,-99,32,-99,-99,-99,-99
5/7/2024,23,-99,25,-99,-99,19,-99,20,23,-99,18,22,-99,30,-99,-99,-99,-99
5/7/2024,24,-99,23,-99,-99,23,-99,15,21,-99,15,16,-99,27,-99,-99,-99,-99
6/7/2024,1,-99,20,-99,-99,22,24,11,20,-99,14,15,-99,19,-99,-99,-99,-99
6/7/2024,2,-99,18,-99,-99,19,22,8,19,-99,15,16,-99,15,-99,-99,-99,-99
6/7/2024,3,-99,19,-99,-99,18,22,8,22,-99,16,13,-99,16,-99,-99,-99,-99
6/7/2024,4,-99,18,-99,-99,26,20,7,12,-99,10,11,-99,20,-99,-99,-99,-99
6/7/2024,5,-99,16,-99,-99,23,19,8,23,-99,6,9,-99,19,-99,-99,-99,-99
6/7/2024,6,-99,17,-99,-99,23,23,7,20,-99,9,9,-99,25,-99,-99,-99,-99
6/7/2024,7,-99,19,-99,-99,26,21,7,27,-99,11,11,-99,32,-99,-99,-99,-99
6/7/2024,8,-99,24,-99,-99,31,28,8,24,-99,13,13,-99,37,-99,-99,-99,-99
6/7/2024,9,-99,25,-99,-99,31,30,9,22,-99,15,15,-99,28,-99,-99,-99,-99
6/7/2024,10,-99,21,-99,-99,28,30,12,20,-99,13,14,-99,30,-99,-99,-99,-99
6/7/2024,11,-99,18,-99,-99,22,25,12,18,-99,15,14,-99,29,-99,-99,-99,-99
6/7/2024,12,-99,21,-99,-99,39,28,13,17,-99,11,17,-99,36,-99,-99,-99,-99
6/7/2024,13,-99,19,-99,-99,24,26,13,22,-99,11,17,-99,31,-99,-99,-99,-99
6/7/2024,14,-99,23,-99,-99,20,29,13,21,-99,14,17,-99,22,-99,-99,-99,-99
6/7/2024,15,-99,16,-99,-99,9,9,22,10,-99,18,17,-99,22,-99,-99,-99,-99
6/7/2024,16,-99,-99,-99,-99,12,10,15,7,-99,16,13,-99,33,-99,-99,-99,-99
6/7/2024,17,-99,-99,-99,-99,19,25,11,13,-99,17,10,-99,40,-99,-99,-99,-99
6/7/2024,18,-99,-99,-99,-99,16,21,11,15,-99,21,12,-99,28,-99,-99,-99,-99
6/7/2024,19,-99,-99,-99,-99,19,19,11,14,-99,11,-99,-99,24,-99,-99,-99,-99
6/7/2024,20,-99,-99,-99,-99,18,18,11,16,-99,12,12,-99,27,-99,-99,-99,-99
6/7/2024,21,-99,-99,-99,-99,23,24,14,19,-99,13,15,-99,31,-99,-99,-99,-99
6/7/2024,22,-99,-99,-99,-99,28,23,15,22,-99,16,16,-99,32,-99,-99,-99,-99
6/7/2024,23,-99,-99,-99,-99,26,21,21,21,-99,14,21,-99,34,-99,-99,-99,-99
6/7/2024,24,-99,-99,-99,-99,19,28,21,24,-99,18,19,-99,32,-99,-99,-99,-99
7/7/2024,1,-99,-99,-99,-99,26,28,19,30,-99,18,20,-99,39,-99,-99,-99,-99
7/7/2024,2,-99,-99,-99,-99,27,28,16,26,-99,18,17,-99,31,-99,-99,-99,-99
7/7/2024,3,-99,-99,-99,-99,21,28,14,26,-99,20,17,-99,29,-99,-99,-99,-99
7/7/2024,4,-99,-99,-99,-99,24,25,11,24,-99,21,17,-99,28,-99,-99,-99,-99
7/7/2024,5,-99,-99,-99,-99,25,26,10,32,-99,20,17,-99,26,-99,-99,-99,-99
7/7/2024,6,-99,-99,-99,-99,24,22,10,15,-99,15,14,-99,29,-99,-99,-99,-99
7/7/2024,7,-99,-99,-99,-99,28,20,10,31,-99,16,12,-99,34,-99,-99,-99,-99
7/7/2024,8,-99,-99,-99,-99,31,32,9,25,-99,17,15,-99,27,-99,-99,-99,-99
7/7/2024,9,-99,-99,-99,-99,28,25,15,25,-99,18,18,-99,35,-99,-99,-99,-99
7/7/2024,10,-99,-99,-99,-99,26,26,14,24,-99,19,18,-99,33,-99,-99,-99,-99
7/7/2024,11,-99,-99,-99,-99,26,22,17,21,-99,16,18,-99,32,-99,-99,-99,-99
7/7/2024,12,-99,-99,-99,-99,29,22,15,19,-99,12,15,-99,27,-99,-99,-99,-99
7/7/2024,13,-99,-99,-99,-99,21,22,15,17,-99,18,13,-99,28,-99,-99,-99,-99
7/7/2024,14,-99,-99,-99,-99,17,21,17,15,-99,14,14,-99,19,-99,-99,-99,-99
7/7/2024,15,-99,-99,-99,-99,12,12,17,10,-99,14,14,-99,19,-99,-99,-99,-99
7/7/2024,16,-99,-99,-99,-99,10,10,17,10,-99,14,14,-99,25,-99,-99,-99,-99
7/7/2024,17,-99,-99,-99,-99,10,15,24,8,-99,11,11,-99,23,-99,-99,-99,-99
7/7/2024,18,-99,-99,-99,-99,10,17,14,8,-99,11,-99,-99,-99,-99,-99,-99,-99
7/7/2024,19,-99,-99,-99,-99,10,15,12,11,-99,12,12,-99,29,-99,-99,-99,-99
7/7/2024,20,-99,-99,-99,-99,12,16,22,10,-99,11,12,-99,29,-99,-99,-99,-99
7/7/2024,21,-99,-99,-99,-99,23,17,14,18,-99,10,19,-99,33,-99,-99,-99,-99
7/7/2024,22,-99,-99,-99,-99,18,19,14,15,-99,8,19,-99,42,-99,-99,-99,-99
7/7/2024,23,-99,-99,-99,-99,14,20,10,15,-99,8,16,-99,31,-99,-99,-99,-99
7/7/2024,24,-99,-99,-99,-99,17,15,8,11,-99,8,15,-99,19,-99,-99,-99,-99
8/7/2024,1,-99,-99,-99,-99,22,15,11,13,-99,7,16,-99,14,-99,-99,-99,-99
8/7/2024,2,-99,-99,-99,-99,16,19,10,13,-99,7,14,-99,20,-99,-99,-99,-99
8/7/2024,3,-99,-99,-99,-99,15,23,9,24,-99,3,11,-99,17,-99,-99,-99,-99
8/7/2024,4,-99,-99,-99,-99,16,19,10,20,-99,4,10,-99,15,-99,-99,-99,-99
8/7/2024,5,-99,-99,-99,-99,12,15,9,20,-99,4,9,-99,11,-99,-99,-99,-99
8/7/2024,6,-99,-99,-99,-99,14,14,8,34,-99,5,9,-99,16,-99,-99,-99,-99
8/7/2024,7,-99,-99,-99,-99,30,20,9,24,-99,6,13,-99,10,-99,-99,-99,-99
8/7/2024,8,-99,-99,-99,-99,25,23,9,28,-99,8,13,-99,-99,-99,-99,-99,-99
8/7/2024,9,-99,-99,-99,-99,27,15,13,20,-99,10,12,-99,-99,-99,-99,-99,-99
8/7/2024,10,-99,-99,-99,-99,35,30,12,21,-99,13,17,-99,-99,-99,-99,-99,-99
8/7/2024,11,-99,-99,-99,-99,31,25,11,21,-99,12,16,-99,-99,-99,-99,-99,-99
8/7/2024,12,-99,-99,-99,-99,25,22,10,13,-99,14,12,-99,-99,-99,-99,-99,-99
8/7/2024,13,-99,-99,-99,-99,16,18,18,16,-99,16,14,-99,-99,-99,-99,-99,-99
8/7/2024,14,-99,-99,-99,-99,13,14,22,12,-99,14,12,-99,-99,-99,-99,-99,-99
8/7/2024,15,-99,-99,-99,-99,16,12,26,14,-99,15,12,-99,-99,-99,-99,-99,-99
8/7/2024,16,-99,-99,-99,-99,-99,15,16,14,-99,12,15,-99,-99,-99,-99,-99,-99
8/7/2024,17,-99,-99,-99,-99,23,30,17,18,-99,13,16,-99,-99,-99,-99,-99,-99
8/7/2024,18,-99,-99,-99,-99,18,27,18,20,-99,14,19,-99,-99,-99,-99,-99,-99
8/7/2024,19,-99,-99,-99,-99,24,26,19,20,-99,17,19,-99,-99,-99,-99,-99,-99
8/7/2024,20,-99,-99,-99,-99,34,34,9,30,-99,17,-99,-99,-99,-99,-99,-99,-99
8/7/2024,21,-99,-99,-99,-99,28,28,18,23,-99,16,-99,-99,-99,-99,-99,-99,-99
8/7/2024,22,-99,-99,-99,-99,18,17,19,17,-99,8,-99,-99,-99,-99,-99,-99,-99
8/7/2024,23,-99,-99,-99,-99,16,16,-99,12,-99,5,-99,-99,-99,-99,-99,-99,-99
8/7/2024,24,14,-99,-99,-99,15,17,15,12,-99,4,-99,-99,-99,-99,-99,-99,-99
9/7/2024,1,8,-99,-99,-99,14,17,10,6,-99,4,-99,-99,-99,-99,-99,-99,-99
9/7/2024,2,4,-99,-99,-99,10,11,6,11,-99,5,-99,-99,-99,-99,-99,-99,-99
9/7/2024,3,2,-99,-99,-99,8,11,5,10,-99,6,-99,-99,-99,-99,-99,-99,-99
9/7/2024,4,2,-99,-99,-99,8,12,5,13,-99,4,-99,-99,-99,-99,-99,-99,-99
9/7/2024,5,5,-99,-99,-99,7,11,7,7,-99,4,-99,-99,-99,-99,-99,-99,-99
9/7/2024,6,6,-99,-99,-99,8,11,8,13,-99,8,-99,-99,-99,-99,-99,-99,-99
9/7/2024,7,5,-99,-99,-99,10,15,7,10,-99,7,-99,-99,-99,-99,-99,-99,-99
9/7/2024,8,6,-99,-99,-99,11,17,7,8,-99,7,-99,-99,-99,-99,-99,-99,-99
9/7/2024,9,7,-99,-99,-99,12,18,5,12,-99,9,-99,-99,-99,-99,-99,-99,-99
9/7/2024,10,5,-99,-99,-99,10,22,6,12,-99,9,-99,-99,-99,-99,-99,-99,-99
9/7/2024,11,6,-99,-99,-99,16,29,8,13,-99,7,-99,-99,-99,-99,-99,-99,-99
9/7/2024,12,6,-99,-99,-99,20,27,8,16,-99,7,-99,-99,-99,-99,-99,-99,-99
9/7/2024,13,10,-99,-99,-99,10,26,11,16,-99,10,-99,-99,-99,-99,-99,-99,-99
9/7/2024,14,14,-99,-99,-99,17,19,16,14,-99,10,-99,-99,-99,-99,-99,-99,-99
9/7/2024,15,12,-99,-99,-99,13,12,19,14,-99,15,-99,-99,-99,-99,-99,-99,-99
9/7/2024,16,15,-99,-99,-99,11,31,17,12,-99,11,-99,-99,-99,-99,-99,-99,-99
9/7/2024,17,9,-99,-99,-99,12,15,18,10,-99,6,-99,-99,-99,-99,-99,-99,-99
9/7/2024,18,3,-99,-99,-99,5,9,7,7,-99,3,5,-99,-99,-99,-99,-99,-99
9/7/2024,19,3,-99,-99,-99,5,4,-99,3,-99,3,2,-99,-99,-99,-99,-99,-99
9/7/2024,20,3,-99,-99,-99,-99,7,-99,7,-99,2,3,-99,-99,-99,-99,-99,-99
9/7/2024,21,4,-99,-99,-99,-99,10,-99,9,-99,2,6,-99,-99,-99,-99,-99,-99
9/7/2024,22,5,-99,-99,-99,-99,7,-99,7,-99,4,5,-99,-99,-99,-99,-99,-99
9/7/2024,23,4,-99,-99,-99,-99,6,-99,5,-99,2,7,-99,-99,-99,-99,-99,-99
9/7/2024,24,5,-99,-99,-99,-99,8,-99,1,-99,2,6,-99,-99,-99,-99,-99,-99
10/7/2024,1,3,-99,-99,-99,-99,4,-99,3,-99,1,2,-99,-99,-99,-99,-99,-99
10/7/2024,2,2,-99,-99,-99,-99,4,-99,6,-99,1,3,-99,-99,-99,-99,-99,-99
10/7/2024,3,2,-99,-99,-99,-99,8,-99,8,-99,2,2,-99,-99,-99,-99,-99,-99
10/7/2024,4,1,-99,-99,-99,-99,6,2,5,-99,-99,2,-99,-99,-99,-99,-99,-99
10/7/2024,5,1,-99,-99,-99,-99,5,3,7,-99,2,2,-99,-99,-99,-99,-99,-99
10/7/2024,6,2,-99,-99,-99,-99,6,2,7,-99,2,2,-99,-99,-99,-99,-99,-99
10/7/2024,7,2,-99,-99,-99,-99,-99,3,8,-99,3,2,-99,-99,-99,-99,-99,-99
10/7/2024,8,3,-99,-99,-99,-99,11,3,11,-99,3,5,-99,-99,-99,-99,-99,-99
10/7/2024,9,3,-99,-99,-99,-99,14,3,14,-99,5,6,-99,-99,-99,-99,-99,-99
10/7/2024,10,4,-99,-99,-99,-99,16,4,10,-99,3,7,-99,-99,-99,-99,-99,-99
10/7/2024,11,4,-99,-99,-99,-99,9,5,10,-99,2,9,-99,-99,-99,-99,-99,-99
