FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
1/1/2024,1,-99,10,-99,13,43,41,31,14,-99,15,28,27,28,-99,44,-99,45,-99,-99,51,26,-99,-99,-99,26,43,34,-99,-99,26,29,42,-99,44,45,49
1/1/2024,2,-99,9,-99,25,39,41,30,21,-99,27,33,38,28,-99,42,-99,42,-99,-99,50,42,-99,-99,-99,15,43,35,-99,-99,28,37,40,-99,43,42,46
1/1/2024,3,-99,9,-99,33,38,39,34,36,-99,30,24,37,39,-99,38,-99,42,-99,-99,49,39,-99,-99,-99,-99,42,39,-99,-99,35,34,40,-99,44,41,44
1/1/2024,4,-99,9,-99,31,36,37,29,35,-99,26,18,32,37,-99,34,-99,39,-99,-99,45,41,-99,-99,-99,-99,41,41,-99,-99,31,29,40,-99,40,32,41
1/1/2024,5,-99,8,-99,27,35,35,26,23,-99,17,17,26,33,-99,31,-99,37,-99,-99,40,41,-99,-99,-99,-99,38,36,-99,-99,27,21,37,-99,39,31,39
1/1/2024,6,-99,7,-99,27,34,32,22,24,-99,13,14,21,26,-99,33,-99,36,-99,-99,42,39,-99,-99,-99,23,34,28,-99,-99,23,23,35,-99,37,31,38
1/1/2024,7,-99,7,-99,27,31,29,24,23,-99,14,12,25,25,-99,33,-99,37,-99,-99,47,36,-99,-99,-99,15,31,28,-99,-99,29,25,33,-99,35,28,32
1/1/2024,8,-99,6,-99,25,30,28,23,19,-99,16,10,22,21,-99,32,-99,36,-99,-99,49,37,-99,-99,-99,22,32,28,-99,-99,25,25,29,-99,35,26,30
1/1/2024,9,-99,18,-99,27,34,27,26,19,-99,11,9,23,-99,-99,47,-99,-99,-99,-99,49,38,-99,-99,-99,24,41,37,-99,-99,26,25,31,-99,34,29,39
1/1/2024,10,-99,23,-99,33,55,24,40,-99,-99,4,15,25,24,-99,56,-99,46,-99,-99,62,55,-99,-99,-99,31,48,36,-99,-99,23,34,24,-99,37,20,54
1/1/2024,11,-99,13,-99,24,47,24,27,20,-99,7,18,25,23,-99,45,-99,38,-99,-99,60,68,-99,-99,-99,28,37,26,-99,-99,-99,25,22,-99,30,12,47
1/1/2024,12,-99,11,-99,13,11,15,11,19,-99,9,8,11,11,-99,19,-99,18,-99,-99,26,25,-99,-99,-99,9,17,19,-99,-99,-99,22,10,-99,17,7,22
1/1/2024,13,-99,11,-99,13,7,16,11,16,-99,10,9,11,5,-99,15,-99,14,-99,-99,21,19,-99,-99,-99,10,13,11,-99,-99,8,21,14,-99,12,7,15
1/1/2024,14,-99,11,-99,12,9,16,10,12,-99,11,10,12,5,-99,14,-99,16,-99,-99,15,17,-99,-99,-99,9,12,10,-99,-99,11,25,12,-99,10,7,-99
1/1/2024,15,-99,10,-99,12,9,15,11,12,-99,11,10,16,5,-99,12,-99,13,-99,-99,15,14,-99,-99,-99,8,12,11,-99,-99,10,24,12,-99,11,7,-99
1/1/2024,16,-99,8,-99,12,7,12,9,9,-99,9,10,19,4,-99,13,-99,10,-99,-99,21,13,-99,-99,-99,7,13,13,-99,-99,7,18,12,-99,11,6,-99
1/1/2024,17,-99,11,-99,13,8,12,8,10,-99,11,12,17,5,-99,15,-99,14,-99,-99,18,14,-99,-99,-99,7,12,11,-99,-99,7,23,13,-99,11,7,-99
1/1/2024,18,-99,14,-99,13,8,14,11,10,-99,20,19,31,8,-99,15,-99,15,-99,-99,23,25,-99,-99,-99,10,9,16,-99,-99,8,26,20,-99,12,11,-99
1/1/2024,19,-99,12,-99,40,21,47,17,18,-99,47,57,78,12,-99,21,-99,26,-99,-99,23,53,-99,-99,-99,18,12,32,-99,-99,10,59,41,-99,15,36,-99
1/1/2024,20,-99,11,-99,24,29,43,23,23,-99,19,38,60,15,-99,22,-99,29,-99,-99,33,41,-99,-99,-99,18,15,31,-99,-99,26,52,36,-99,20,20,-99
1/1/2024,21,-99,16,-99,27,47,52,21,32,-99,20,36,42,16,-99,38,-99,43,-99,-99,47,33,-99,-99,-99,27,21,32,-99,-99,43,35,25,-99,32,14,-99
1/1/2024,22,-99,20,-99,16,38,41,28,35,-99,22,22,19,21,-99,34,-99,50,-99,-99,50,23,-99,-99,-99,36,17,37,-99,-99,35,27,18,-99,43,13,-99
1/1/2024,23,-99,17,-99,24,22,24,31,29,-99,22,27,15,30,-99,19,-99,31,-99,-99,29,21,-99,-99,-99,24,40,27,-99,-99,48,20,27,-99,39,18,-99
1/1/2024,24,-99,16,-99,35,19,38,25,34,-99,18,32,16,36,-99,19,-99,23,-99,-99,33,18,-99,-99,-99,22,44,21,-99,-99,35,24,22,-99,27,19,-99
2/1/2024,1,-99,14,-99,30,20,31,33,33,-99,26,17,26,30,-99,17,-99,28,-99,-99,44,27,-99,-99,-99,21,41,35,-99,-99,34,32,16,-99,34,13,-99
2/1/2024,2,-99,11,-99,20,27,27,36,26,-99,14,12,21,28,-99,19,-99,32,-99,-99,32,32,-99,-99,-99,16,37,36,-99,-99,19,34,12,-99,44,17,-99
2/1/2024,3,-99,8,-99,14,-99,27,21,28,-99,18,9,19,28,-99,21,-99,36,-99,-99,34,33,-99,-99,-99,12,33,34,-99,-99,22,23,11,-99,39,21,-99
2/1/2024,4,-99,8,-99,14,32,28,16,32,-99,14,7,15,31,-99,23,-99,44,-99,-99,39,45,-99,-99,-99,7,31,36,-99,-99,16,15,32,-99,32,33,-99
2/1/2024,5,-99,10,-99,17,34,38,14,30,-99,6,7,17,30,-99,33,-99,40,-99,-99,42,45,-99,-99,-99,6,31,33,-99,-99,14,20,27,-99,37,30,-99
2/1/2024,6,-99,9,-99,28,-99,38,14,29,-99,16,10,25,32,-99,36,-99,40,-99,-99,46,44,-99,-99,-99,8,38,35,-99,-99,21,31,32,-99,37,28,-99
2/1/2024,7,-99,14,-99,31,-99,42,29,29,-99,47,26,36,32,-99,34,-99,37,-99,-99,50,43,-99,-99,-99,19,41,34,-99,-99,22,38,41,-99,38,31,-99
2/1/2024,8,-99,17,-99,39,38,41,33,31,-99,46,31,35,32,-99,35,-99,42,-99,-99,53,49,-99,-99,-99,30,42,35,-99,-99,24,40,41,-99,39,29,-99
2/1/2024,9,-99,17,-99,42,42,43,33,27,-99,37,31,40,37,-99,43,-99,50,-99,-99,45,49,-99,-99,-99,40,47,38,-99,-99,21,44,45,-99,48,31,-99
2/1/2024,10,-99,27,-99,50,46,49,37,26,-99,20,35,60,47,-99,44,-99,45,-99,-99,58,50,-99,-99,-99,46,46,41,-99,-99,24,51,56,-99,50,32,-99
2/1/2024,11,-99,35,-99,64,36,57,36,9,-99,14,44,91,46,-99,43,-99,38,-99,-99,57,46,-99,-99,-99,50,55,43,-99,-99,19,44,68,-99,51,34,-99
2/1/2024,12,-99,31,-99,51,29,40,30,7,-99,18,61,69,32,-99,-99,-99,37,-99,-99,38,46,-99,-99,-99,34,44,28,-99,-99,18,37,58,-99,43,33,-99
2/1/2024,13,-99,26,-99,37,23,34,25,7,-99,14,57,47,25,-99,-99,-99,34,-99,-99,33,33,-99,-99,-99,31,33,19,-99,-99,14,33,31,-99,27,14,-99
2/1/2024,14,-99,23,-99,25,21,24,23,7,-99,12,59,35,15,-99,-99,-99,18,-99,-99,24,34,-99,-99,-99,25,11,21,-99,-99,11,30,20,-99,12,16,-99
2/1/2024,15,-99,21,-99,23,16,24,22,8,-99,4,45,25,10,-99,-99,-99,19,-99,-99,14,24,-99,-99,-99,19,8,19,-99,-99,10,32,46,-99,12,20,-99
2/1/2024,16,-99,18,-99,39,14,22,16,12,-99,6,34,31,9,-99,-99,-99,20,-99,-99,21,16,-99,-99,-99,10,10,23,-99,-99,8,35,49,-99,14,22,-99
2/1/2024,17,-99,13,-99,38,12,29,8,12,-99,6,37,25,11,-99,22,-99,23,-99,-99,25,14,-99,-99,-99,11,10,23,-99,-99,9,31,42,-99,16,24,-99
2/1/2024,18,-99,20,-99,18,16,30,9,14,-99,9,42,25,17,-99,21,-99,31,-99,-99,35,19,-99,-99,-99,12,11,29,-99,-99,12,33,39,-99,18,23,-99
2/1/2024,19,-99,30,-99,14,21,19,19,18,-99,9,18,26,26,-99,20,-99,44,-99,-99,42,22,-99,-99,-99,15,17,43,-99,-99,18,30,32,-99,34,38,-99
2/1/2024,20,-99,30,-99,-99,43,23,36,28,-99,8,19,30,27,-99,23,-99,55,-99,-99,51,27,-99,-99,-99,31,17,51,-99,-99,25,39,41,-99,34,45,-99
2/1/2024,21,-99,20,-99,45,39,28,38,32,-99,13,29,40,30,-99,43,-99,50,-99,-99,55,43,-99,-99,-99,39,19,39,-99,-99,39,40,38,-99,37,54,-99
2/1/2024,22,-99,15,-99,42,40,47,42,38,-99,18,40,35,36,-99,35,-99,36,-99,-99,55,53,-99,-99,-99,27,20,48,-99,-99,25,43,42,-99,35,52,-99
2/1/2024,23,-99,38,-99,38,42,48,41,24,-99,13,31,40,25,-99,39,-99,45,-99,-99,50,51,-99,-99,-99,36,18,40,-99,-99,27,62,55,-99,46,49,-99
2/1/2024,24,-99,21,-99,42,41,52,40,19,-99,24,34,43,15,-99,42,-99,45,-99,-99,54,45,-99,-99,-99,42,12,39,-99,-99,27,56,50,-99,42,44,-99
3/1/2024,1,-99,21,-99,46,37,48,36,21,-99,11,39,45,18,-99,36,-99,41,-99,-99,48,45,-99,-99,-99,41,7,19,-99,-99,29,51,46,-99,40,42,-99
3/1/2024,2,-99,13,-99,38,28,47,38,11,-99,6,33,39,19,-99,36,-99,41,-99,-99,47,45,-99,-99,-99,40,9,19,-99,-99,18,46,43,-99,33,41,-99
3/1/2024,3,-99,28,-99,39,42,47,37,6,-99,5,30,41,24,-99,43,-99,44,-99,-99,48,42,-99,-99,-99,40,19,25,-99,-99,9,45,42,-99,47,40,-99
3/1/2024,4,-99,17,-99,42,36,46,38,16,-99,14,27,32,15,-99,40,-99,36,-99,-99,46,41,-99,-99,-99,36,9,37,-99,-99,13,45,45,-99,27,36,-99
3/1/2024,5,-99,18,-99,38,34,44,35,13,-99,5,24,29,14,-99,36,-99,31,-99,-99,38,41,-99,-99,-99,29,17,20,-99,-99,15,40,46,-99,16,32,-99
3/1/2024,6,-99,12,-99,36,34,44,33,14,-99,4,21,29,27,-99,33,-99,35,-99,-99,39,41,-99,-99,-99,30,26,33,-99,-99,23,40,43,-99,28,32,-99
3/1/2024,7,-99,24,-99,38,35,40,32,26,-99,22,25,34,36,-99,35,-99,38,-99,-99,39,40,-99,-99,-99,33,15,35,-99,-99,15,45,40,-99,34,31,-99
3/1/2024,8,-99,27,-99,36,34,42,33,34,-99,19,29,34,35,-99,35,-99,35,-99,-99,43,40,-99,-99,-99,35,19,35,-99,-99,23,-99,43,-99,32,31,-99
3/1/2024,9,-99,15,-99,41,37,42,34,30,-99,21,28,36,42,-99,33,-99,34,-99,-99,41,40,-99,-99,-99,37,39,37,-99,-99,25,47,50,-99,32,36,-99
3/1/2024,10,-99,26,-99,43,42,50,44,16,-99,25,40,49,42,-99,40,-99,43,-99,-99,44,42,-99,-99,-99,37,-99,40,-99,-99,22,46,63,-99,31,47,-99
3/1/2024,11,-99,28,-99,50,39,44,39,10,-99,24,60,66,18,-99,42,-99,44,-99,-99,63,45,-99,-99,-99,32,34,36,-99,-99,16,40,73,-99,26,39,-99
3/1/2024,12,-99,22,-99,43,36,44,33,9,-99,21,52,54,18,-99,50,-99,42,-99,-99,55,34,-99,-99,-99,-99,27,27,-99,-99,15,35,66,-99,28,28,-99
3/1/2024,13,-99,28,-99,56,38,28,22,7,-99,26,29,39,18,-99,33,-99,42,-99,-99,31,34,-99,-99,-99,-99,8,17,-99,-99,8,39,49,-99,28,18,-99
3/1/2024,14,-99,17,-99,36,28,26,27,10,-99,26,23,31,17,-99,27,-99,30,-99,-99,28,39,-99,-99,-99,-99,8,12,-99,-99,6,52,24,-99,15,12,-99
3/1/2024,15,-99,18,-99,36,23,31,21,10,-99,25,23,33,-99,-99,26,-99,27,-99,-99,30,37,-99,-99,-99,-99,7,13,-99,-99,6,32,24,-99,13,18,-99
3/1/2024,16,-99,14,-99,38,15,38,14,9,-99,16,25,43,8,-99,21,-99,21,-99,-99,25,29,-99,-99,-99,-99,7,16,-99,-99,7,24,24,-99,9,19,-99
3/1/2024,17,-99,15,-99,28,12,30,13,10,-99,6,26,42,9,-99,17,-99,19,-99,-99,18,23,-99,-99,-99,-99,7,22,-99,-99,7,36,29,-99,10,20,-99
3/1/2024,18,-99,11,-99,38,16,32,17,12,-99,10,31,38,11,-99,23,-99,26,-99,-99,21,29,-99,-99,-99,-99,10,23,-99,-99,6,50,24,-99,13,21,-99
3/1/2024,19,-99,9,-99,45,25,34,20,20,-99,11,32,32,17,-99,27,-99,30,-99,-99,36,20,-99,-99,-99,-99,12,29,-99,-99,9,59,22,-99,17,26,-99
3/1/2024,20,-99,10,-99,57,31,34,30,25,-99,9,40,24,20,-99,30,-99,29,-99,-99,33,27,-99,-99,-99,-99,13,29,-99,-99,13,52,32,-99,23,27,-99
3/1/2024,21,-99,11,-99,51,25,36,45,27,-99,9,41,38,24,-99,28,-99,31,-99,-99,44,44,-99,-99,-99,46,11,29,-99,-99,15,45,39,-99,25,28,-99
3/1/2024,22,-99,11,-99,50,27,39,45,21,-99,14,28,44,23,-99,29,-99,29,-99,-99,41,46,-99,-99,-99,47,11,34,-99,-99,13,63,34,-99,20,35,-99
3/1/2024,23,-99,10,-99,39,24,41,45,29,-99,9,31,40,25,-99,27,-99,30,-99,-99,47,34,-99,-99,-99,44,10,37,-99,-99,14,58,29,-99,22,34,-99
3/1/2024,24,-99,25,-99,28,26,42,44,18,-99,6,19,46,31,-99,27,-99,38,-99,-99,50,28,-99,-99,-99,45,9,41,-99,-99,23,51,30,-99,26,41,-99
4/1/2024,1,-99,21,-99,21,36,45,40,25,-99,22,12,42,25,-99,29,-99,33,-99,-99,43,34,-99,-99,-99,26,11,27,-99,-99,21,42,42,-99,22,36,-99
4/1/2024,2,-99,12,-99,27,41,45,36,14,-99,9,11,27,20,-99,36,-99,37,-99,-99,44,37,-99,-99,-99,17,6,26,-99,-99,10,38,40,-99,20,31,-99
4/1/2024,3,-99,10,-99,29,29,41,30,8,-99,12,8,29,18,-99,34,-99,34,-99,-99,41,38,-99,-99,-99,19,8,30,-99,-99,15,36,37,-99,18,31,-99
4/1/2024,4,-99,10,-99,34,33,49,21,12,-99,11,9,20,12,-99,20,-99,27,-99,-99,40,36,-99,-99,-99,10,6,16,-99,-99,9,34,40,-99,20,31,-99
4/1/2024,5,-99,14,-99,32,33,42,12,8,-99,11,10,-99,16,-99,23,-99,23,-99,-99,37,39,-99,-99,-99,11,6,23,-99,-99,13,29,35,-99,13,29,-99
4/1/2024,6,-99,13,-99,27,35,50,18,10,-99,8,12,-99,30,-99,27,-99,31,-99,-99,34,40,-99,-99,-99,13,7,28,-99,-99,17,30,33,-99,20,27,-99
4/1/2024,7,-99,14,-99,29,31,54,20,12,-99,6,20,-99,29,-99,29,-99,33,-99,-99,41,40,-99,-99,-99,29,9,27,-99,-99,14,33,30,-99,34,26,-99
4/1/2024,8,-99,18,-99,29,35,40,26,22,-99,16,23,-99,24,-99,35,-99,41,-99,-99,45,43,-99,-99,-99,32,9,27,-99,-99,18,34,32,-99,31,27,-99
4/1/2024,9,-99,16,-99,37,46,37,29,16,-99,9,24,-99,19,-99,37,-99,48,-99,-99,45,43,-99,-99,-99,31,9,25,-99,-99,13,41,42,-99,38,35,-99
4/1/2024,10,-99,18,-99,50,44,38,37,7,-99,6,35,48,12,-99,31,-99,43,-99,-99,36,47,-99,-99,-99,39,6,18,-99,-99,13,35,62,-99,19,49,-99
4/1/2024,11,-99,28,-99,30,21,31,30,7,-99,10,54,37,8,-99,19,-99,14,-99,-99,16,31,-99,-99,-99,38,5,13,-99,-99,5,29,53,-99,6,22,-99
4/1/2024,12,-99,24,-99,28,11,19,17,5,-99,14,35,34,7,-99,10,-99,13,-99,-99,-99,19,-99,-99,-99,23,5,11,-99,-99,4,-99,-99,-99,5,17,-99
4/1/2024,13,-99,20,-99,20,11,17,11,8,-99,5,22,16,6,-99,10,-99,14,-99,-99,-99,17,-99,-99,-99,14,5,11,-99,-99,3,-99,-99,-99,6,13,-99
4/1/2024,14,-99,9,-99,12,12,14,12,8,-99,4,12,8,7,-99,15,-99,16,-99,-99,-99,14,-99,-99,-99,16,6,11,-99,-99,3,-99,-99,-99,10,-99,-99
4/1/2024,15,-99,4,-99,6,-99,6,14,7,-99,4,6,7,7,-99,9,-99,19,-99,-99,-99,8,-99,-99,-99,7,7,16,-99,-99,4,-99,-99,-99,17,-99,-99
4/1/2024,16,-99,6,-99,7,7,7,5,11,-99,4,5,8,8,-99,6,-99,13,-99,-99,-99,9,-99,-99,-99,6,7,17,-99,-99,5,-99,-99,-99,11,-99,-99
4/1/2024,17,-99,6,-99,8,7,8,5,10,-99,4,5,11,9,-99,6,-99,8,-99,-99,-99,8,-99,-99,-99,5,12,18,-99,-99,5,-99,-99,-99,12,-99,-99
4/1/2024,18,-99,7,-99,12,10,11,7,11,-99,6,7,14,14,-99,10,-99,11,-99,-99,-99,9,-99,-99,-99,9,10,21,-99,-99,5,-99,-99,-99,15,-99,-99
4/1/2024,19,-99,5,-99,17,19,18,10,12,-99,8,15,19,26,-99,20,-99,20,-99,-99,-99,19,-99,-99,-99,10,15,26,-99,-99,6,-99,-99,-99,19,-99,-99
4/1/2024,20,-99,5,-99,11,15,28,11,18,-99,11,17,17,26,-99,21,-99,26,-99,-99,-99,27,-99,-99,-99,9,20,31,-99,-99,5,-99,-99,-99,18,-99,-99
4/1/2024,21,-99,6,-99,11,17,38,10,19,-99,9,14,23,27,-99,20,-99,30,-99,-99,-99,29,-99,-99,-99,7,21,33,-99,-99,12,-99,-99,-99,24,-99,-99
4/1/2024,22,-99,5,-99,15,20,24,19,22,-99,11,20,26,35,-99,23,-99,34,-99,-99,-99,34,-99,-99,-99,8,19,34,-99,-99,15,-99,-99,-99,23,-99,-99
4/1/2024,23,-99,6,-99,17,16,33,14,19,-99,6,29,24,30,-99,21,-99,27,-99,-99,-99,33,-99,-99,-99,11,13,32,-99,-99,17,-99,-99,-99,26,-99,-99
4/1/2024,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5/1/2024,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5/1/2024,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5/1/2024,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5/1/2024,4,-99,3,-99,-99,25,39,17,9,-99,-99,23,25,8,-99,23,-99,28,-99,-99,22,31,-99,-99,-99,21,5,14,-99,-99,6,36,17,-99,12,21,-99
5/1/2024,5,-99,4,-99,-99,28,25,20,13,-99,-99,29,33,10,-99,21,-99,28,-99,-99,22,31,-99,-99,-99,16,4,12,-99,-99,5,32,21,-99,20,11,-99
5/1/2024,6,-99,4,-99,-99,31,29,16,16,-99,-99,29,23,14,-99,24,-99,29,-99,-99,30,33,-99,-99,-99,15,6,15,-99,-99,3,32,13,-99,11,22,-99
5/1/2024,7,-99,5,-99,-99,30,40,22,15,-99,-99,29,31,20,-99,26,-99,31,-99,-99,35,35,-99,-99,-99,24,6,22,-99,-99,3,35,13,-99,28,25,-99
5/1/2024,8,-99,14,-99,-99,32,41,29,15,-99,-99,29,30,26,-99,30,-99,34,-99,-99,38,32,-99,-99,-99,-99,7,27,-99,-99,4,30,22,-99,31,28,-99
5/1/2024,9,-99,22,-99,-99,39,33,30,11,-99,24,32,42,18,-99,25,-99,28,-99,-99,25,33,-99,-99,-99,29,6,22,-99,-99,5,32,18,-99,16,20,-99
5/1/2024,10,-99,26,-99,-99,22,19,26,7,-99,19,21,36,9,-99,13,-99,13,-99,-99,15,26,-99,-99,-99,33,4,14,-99,-99,4,25,16,-99,6,14,-99
5/1/2024,11,-99,23,-99,-99,11,14,18,7,-99,10,17,23,6,-99,7,-99,10,-99,-99,11,14,-99,-99,-99,18,4,12,-99,-99,4,23,14,-99,6,11,-99
5/1/2024,12,-99,18,-99,-99,-99,15,12,7,-99,4,12,11,5,-99,9,-99,10,-99,-99,10,10,-99,-99,-99,14,4,12,-99,-99,4,23,11,-99,6,9,-99
5/1/2024,13,-99,13,-99,-99,10,10,11,7,-99,5,9,9,5,-99,10,-99,11,-99,-99,11,12,-99,-99,-99,11,4,11,-99,-99,4,20,11,-99,8,9,-99
5/1/2024,14,-99,4,-99,-99,10,6,10,7,-99,4,8,9,6,-99,9,-99,11,-99,-99,17,8,-99,-99,-99,6,7,11,-99,-99,4,10,12,-99,12,9,-99
5/1/2024,15,-99,4,-99,-99,10,6,3,8,-99,4,6,9,6,-99,7,-99,13,-99,-99,15,7,-99,-99,-99,3,9,11,-99,-99,4,9,8,-99,11,10,-99
5/1/2024,16,-99,6,-99,-99,8,5,3,8,-99,3,6,9,8,-99,-99,-99,10,-99,-99,18,7,-99,-99,-99,3,9,6,-99,-99,4,8,10,-99,10,9,-99
5/1/2024,17,-99,5,-99,-99,7,6,4,10,-99,4,4,11,11,-99,9,-99,10,-99,-99,14,8,-99,-99,-99,3,9,8,-99,-99,4,9,10,-99,10,9,-99
5/1/2024,18,-99,10,-99,-99,10,8,6,11,-99,5,5,13,15,-99,12,-99,10,-99,-99,17,13,-99,-99,-99,4,10,18,-99,-99,4,13,16,-99,10,13,-99
5/1/2024,19,-99,7,-99,-99,14,21,13,20,-99,13,12,21,23,-99,15,-99,13,-99,-99,24,21,-99,-99,-99,9,11,21,-99,-99,-99,24,26,-99,12,23,-99
5/1/2024,20,-99,6,-99,-99,10,26,11,21,-99,19,25,25,32,-99,12,-99,20,-99,-99,27,30,-99,-99,-99,10,15,32,-99,-99,-99,26,26,-99,22,36,-99
5/1/2024,21,-99,5,-99,-99,13,34,8,29,-99,19,20,30,31,-99,15,-99,23,-99,-99,31,31,-99,-99,-99,22,16,34,-99,-99,13,30,33,-99,18,34,-99
5/1/2024,22,-99,4,-99,-99,23,30,6,26,-99,22,24,19,37,-99,25,-99,21,-99,-99,24,27,-99,-99,-99,24,18,36,-99,-99,9,25,31,-99,30,33,-99
5/1/2024,23,-99,7,-99,-99,29,30,23,23,-99,16,23,31,36,-99,24,-99,25,-99,-99,36,28,-99,-99,-99,31,21,37,-99,-99,11,26,26,-99,39,31,-99
5/1/2024,24,-99,17,-99,-99,32,23,30,26,-99,10,22,32,36,-99,31,-99,31,-99,-99,35,32,-99,-99,-99,32,18,34,-99,-99,25,35,28,-99,32,31,-99
6/1/2024,1,-99,19,-99,-99,30,21,30,17,-99,6,24,28,29,-99,31,-99,31,-99,-99,36,33,-99,-99,-99,28,17,32,-99,-99,24,30,33,-99,30,29,-99
6/1/2024,2,-99,10,-99,-99,30,31,28,9,-99,2,24,13,24,-99,32,-99,32,-99,-99,35,34,-99,-99,-99,27,13,30,-99,-99,8,21,17,-99,29,28,-99
6/1/2024,3,-99,4,-99,-99,28,31,27,5,-99,1,23,21,18,-99,30,-99,30,-99,-99,31,34,-99,-99,-99,28,8,26,-99,-99,8,27,11,-99,27,27,-99
6/1/2024,4,-99,8,-99,-99,28,30,26,4,-99,1,22,31,20,-99,29,-99,22,-99,-99,29,32,-99,-99,-99,28,5,26,-99,-99,4,24,10,-99,23,25,-99
6/1/2024,5,-99,14,-99,-99,25,27,25,7,-99,1,21,29,24,-99,28,-99,16,-99,-99,30,31,-99,-99,-99,28,4,25,-99,-99,6,16,7,-99,14,23,-99
6/1/2024,6,-99,27,-99,-99,29,27,25,6,-99,2,20,26,24,-99,29,-99,21,-99,-99,34,29,-99,-99,-99,28,5,24,-99,-99,10,11,9,-99,16,21,-99
6/1/2024,7,-99,22,-99,-99,29,26,24,8,-99,4,19,27,25,-99,27,-99,26,-99,-99,34,30,-99,-99,-99,27,6,25,-99,-99,11,19,20,-99,22,22,-99
6/1/2024,8,-99,16,-99,-99,32,31,25,14,-99,5,20,21,27,-99,29,-99,27,-99,-99,33,29,-99,-99,-99,26,9,26,-99,-99,14,25,27,-99,25,22,-99
6/1/2024,9,-99,21,-99,-99,37,43,24,12,-99,5,27,21,38,-99,28,-99,29,-99,-99,31,22,-99,-99,-99,26,8,-99,-99,-99,18,21,35,-99,25,29,-99
6/1/2024,10,-99,19,-99,-99,28,24,20,7,-99,4,45,10,34,-99,22,-99,28,-99,-99,25,22,-99,-99,-99,20,10,29,-99,-99,6,30,39,-99,10,32,-99
6/1/2024,11,-99,14,-99,50,20,24,12,6,-99,5,38,7,22,-99,18,-99,20,-99,-99,25,26,-99,-99,-99,17,6,32,-99,-99,4,17,50,-99,13,33,-99
6/1/2024,12,-99,11,-99,21,16,10,12,6,-99,4,34,7,14,-99,16,-99,10,-99,-99,18,16,-99,-99,-99,15,5,18,-99,-99,5,7,25,-99,10,25,-99
6/1/2024,13,-99,10,-99,6,12,6,10,6,-99,5,26,9,16,-99,15,-99,11,-99,-99,19,7,-99,-99,-99,11,5,18,-99,-99,5,8,16,-99,15,16,-99
6/1/2024,14,-99,11,-99,5,8,8,10,6,-99,5,5,13,9,-99,9,-99,10,-99,-99,18,7,-99,-99,-99,11,7,12,-99,-99,-99,12,8,-99,11,13,-99
6/1/2024,15,-99,11,-99,4,9,7,10,6,-99,4,4,9,8,-99,10,-99,12,-99,-99,16,7,-99,-99,-99,9,8,9,-99,-99,6,8,12,-99,10,6,-99
6/1/2024,16,-99,6,-99,4,7,5,10,7,-99,4,3,9,9,-99,7,-99,15,-99,-99,-99,7,-99,-99,-99,6,8,8,-99,-99,6,9,16,-99,8,6,-99
6/1/2024,17,-99,5,-99,5,-99,6,10,9,-99,4,4,8,11,-99,7,-99,16,-99,-99,15,7,-99,-99,-99,4,8,16,-99,-99,6,9,15,-99,9,7,-99
6/1/2024,18,-99,6,-99,7,8,7,5,10,-99,6,6,10,13,-99,7,-99,20,-99,-99,16,9,-99,-99,-99,6,10,22,-99,-99,4,12,18,-99,10,9,-99
6/1/2024,19,-99,6,-99,10,11,11,8,15,-99,12,12,12,16,-99,12,-99,18,-99,-99,24,14,-99,-99,-99,11,14,31,-99,-99,17,15,16,-99,19,19,-99
6/1/2024,20,-99,7,-99,14,20,21,11,22,-99,13,16,14,26,-99,17,-99,19,-99,-99,26,16,-99,-99,-99,10,16,31,-99,-99,28,15,24,-99,24,25,-99
6/1/2024,21,-99,11,-99,18,21,22,-99,26,-99,15,17,17,29,-99,19,-99,20,-99,-99,23,15,-99,-99,-99,15,20,34,-99,-99,28,20,28,-99,31,27,-99
6/1/2024,22,-99,25,-99,20,24,22,24,35,-99,15,15,19,34,-99,18,-99,25,-99,-99,25,15,-99,-99,-99,25,19,28,-99,-99,30,23,24,-99,41,29,-99
6/1/2024,23,-99,18,-99,18,26,22,26,26,-99,14,15,19,37,-99,19,-99,26,-99,-99,29,15,-99,-99,-99,28,17,30,-99,-99,31,24,27,-99,36,29,-99
