FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
9/6/2024,23,-99,6,-99,14,22,-99,19,15,-99,20,16,30,19,29,25,-99,23,-99,-99,28,28,17,-99,-99,-99,-99,21,-99,-99,8,21,22,-99,20,15,-99
9/6/2024,24,-99,5,-99,15,22,-99,26,12,-99,22,16,32,35,30,24,-99,23,-99,-99,24,32,20,-99,-99,-99,-99,28,-99,-99,9,25,22,-99,16,23,-99
10/6/2024,1,-99,3,-99,21,28,-99,21,27,-99,19,34,26,36,27,27,-99,27,-99,-99,29,39,30,-99,-99,-99,-99,27,-99,-99,11,29,18,-99,18,20,-99
10/6/2024,2,-99,4,-99,20,17,-99,14,27,-99,19,33,23,24,34,30,-99,35,-99,-99,47,35,20,-99,-99,-99,-99,24,-99,-99,8,32,24,-99,21,25,-99
10/6/2024,3,-99,16,-99,9,19,-99,16,15,-99,20,29,22,23,22,45,-99,32,-99,-99,36,32,15,-99,-99,-99,-99,23,-99,-99,11,31,25,-99,27,24,-99
10/6/2024,4,-99,12,-99,8,42,-99,20,24,-99,13,37,20,21,21,31,-99,35,-99,-99,29,25,14,-99,-99,-99,-99,21,-99,-99,9,40,21,-99,27,18,-99
10/6/2024,5,-99,15,-99,17,27,-99,15,20,-99,24,31,19,18,20,32,-99,30,-99,-99,35,30,15,-99,-99,-99,-99,18,-99,-99,8,37,26,-99,19,18,-99
10/6/2024,6,-99,21,-99,21,23,-99,14,29,-99,28,35,20,17,19,30,-99,30,-99,-99,38,38,13,-99,-99,-99,-99,21,-99,-99,13,36,28,-99,22,27,-99
10/6/2024,7,-99,21,-99,21,26,-99,-99,25,-99,34,34,24,22,24,37,-99,34,-99,-99,38,35,16,-99,-99,-99,-99,31,-99,-99,21,35,29,-99,28,29,-99
10/6/2024,8,-99,23,-99,26,29,-99,19,27,-99,30,33,27,25,29,33,-99,31,-99,-99,42,36,26,-99,-99,-99,-99,29,-99,-99,20,36,35,-99,32,30,-99
10/6/2024,9,-99,24,-99,34,32,-99,26,30,-99,18,38,40,30,38,39,-99,43,-99,-99,48,30,20,-99,-99,-99,-99,28,-99,-99,21,46,33,-99,42,28,-99
10/6/2024,10,-99,26,-99,26,36,-99,26,28,-99,10,45,33,26,39,39,-99,45,-99,-99,41,31,17,-99,-99,-99,-99,29,-99,-99,26,55,32,-99,41,22,-99
10/6/2024,11,-99,20,-99,25,32,-99,24,17,-99,12,16,32,19,29,33,-99,35,-99,-99,42,28,13,-99,-99,-99,-99,25,-99,-99,23,28,22,-99,24,9,-99
10/6/2024,12,-99,23,-99,13,27,-99,24,9,-99,17,13,27,9,11,27,-99,31,-99,-99,30,23,10,-99,-99,-99,-99,9,-99,-99,13,18,9,-99,18,6,-99
10/6/2024,13,-99,22,-99,11,14,-99,19,8,-99,12,11,17,7,7,15,-99,15,-99,-99,16,15,-99,-99,-99,-99,-99,9,-99,-99,11,16,8,-99,11,4,-99
10/6/2024,14,-99,14,-99,11,8,-99,9,9,-99,10,11,16,6,7,-99,-99,11,-99,-99,15,13,-99,-99,-99,-99,-99,9,-99,-99,9,16,7,-99,15,4,-99
10/6/2024,15,-99,11,-99,10,9,-99,8,8,-99,8,11,13,6,9,-99,-99,11,-99,-99,19,13,-99,-99,-99,-99,-99,10,-99,-99,9,13,7,-99,11,4,-99
10/6/2024,16,-99,11,-99,8,-99,-99,7,10,-99,7,11,13,7,9,13,-99,14,-99,-99,25,13,5,-99,-99,-99,-99,11,-99,-99,9,11,6,-99,9,4,-99
10/6/2024,17,-99,10,-99,8,12,-99,9,15,-99,9,9,13,7,10,12,-99,18,-99,-99,19,18,6,-99,-99,-99,-99,14,-99,-99,8,13,5,-99,8,4,-99
10/6/2024,18,-99,11,-99,11,14,-99,12,25,-99,-99,16,14,8,-99,13,-99,22,-99,-99,25,22,6,-99,-99,-99,-99,14,-99,-99,9,14,7,-99,10,4,-99
10/6/2024,19,-99,12,-99,14,16,-99,15,25,-99,11,21,17,8,10,14,-99,20,-99,-99,27,20,5,-99,-99,-99,-99,14,-99,-99,12,20,12,-99,9,8,-99
10/6/2024,20,-99,14,-99,16,15,-99,14,22,-99,13,26,19,9,13,14,-99,24,-99,-99,23,20,8,-99,-99,-99,-99,19,-99,-99,12,15,12,-99,12,10,-99
10/6/2024,21,-99,16,-99,19,15,-99,13,13,-99,13,31,16,11,14,15,-99,24,-99,-99,20,25,11,-99,-99,-99,-99,20,-99,-99,12,15,13,-99,14,12,-99
10/6/2024,22,-99,18,-99,16,16,-99,14,9,-99,13,24,16,11,14,18,-99,23,-99,-99,21,26,10,-99,-99,-99,-99,18,-99,-99,15,14,11,-99,14,12,-99
10/6/2024,23,-99,19,-99,17,15,-99,13,7,-99,13,22,16,10,15,16,-99,16,-99,-99,18,25,8,-99,-99,-99,-99,18,-99,-99,12,9,10,-99,13,11,-99
10/6/2024,24,-99,21,-99,14,11,-99,11,10,-99,10,-99,11,9,17,10,-99,14,-99,-99,15,21,10,-99,-99,-99,-99,14,-99,-99,10,14,10,-99,13,9,-99
11/6/2024,1,-99,16,-99,16,9,-99,7,10,-99,9,16,15,7,13,10,-99,16,-99,-99,11,22,11,-99,-99,-99,-99,20,-99,-99,10,10,8,-99,15,7,-99
11/6/2024,2,-99,12,-99,17,9,-99,7,25,-99,11,16,20,9,12,9,-99,13,-99,-99,14,27,11,-99,-99,-99,-99,9,-99,-99,12,9,8,-99,17,10,-99
11/6/2024,3,-99,11,-99,16,8,-99,8,23,-99,15,14,16,12,10,6,-99,12,-99,-99,12,34,15,-99,-99,-99,-99,9,-99,-99,12,11,7,-99,24,6,-99
11/6/2024,4,-99,10,-99,13,9,-99,12,22,-99,17,28,16,11,6,9,-99,9,-99,-99,10,32,22,-99,-99,-99,-99,11,-99,-99,11,13,5,-99,30,7,-99
11/6/2024,5,-99,7,-99,10,23,-99,13,30,-99,15,21,19,13,15,19,-99,20,-99,-99,27,24,23,-99,-99,-99,-99,11,-99,-99,12,23,12,-99,24,16,-99
11/6/2024,6,-99,6,-99,11,31,-99,20,29,-99,15,12,22,27,29,29,-99,32,-99,-99,39,26,21,-99,-99,-99,-99,20,-99,-99,17,32,14,-99,40,22,-99
11/6/2024,7,-99,8,-99,17,31,-99,20,30,-99,18,19,33,30,39,31,-99,35,-99,-99,44,28,21,-99,-99,-99,-99,29,-99,-99,24,35,26,-99,46,30,-99
11/6/2024,8,-99,11,-99,17,31,-99,22,24,-99,19,20,24,28,41,34,-99,37,-99,-99,42,27,-99,-99,-99,-99,-99,24,-99,-99,25,32,39,-99,42,23,-99
11/6/2024,9,-99,9,-99,10,24,-99,14,23,-99,9,14,16,17,18,28,-99,35,-99,-99,38,23,22,-99,-99,-99,-99,24,-99,-99,23,21,23,-99,41,19,-99
11/6/2024,10,-99,11,-99,7,22,-99,14,20,-99,8,16,15,14,14,20,-99,22,-99,-99,25,21,13,-99,-99,-99,-99,17,-99,-99,27,22,16,-99,25,8,-99
11/6/2024,11,-99,16,-99,11,16,-99,14,15,-99,10,11,18,11,10,13,-99,15,-99,-99,-99,21,14,-99,-99,-99,-99,13,-99,-99,21,17,11,-99,16,7,-99
11/6/2024,12,-99,17,-99,8,12,-99,9,12,-99,12,11,-99,10,10,9,-99,11,-99,-99,-99,17,7,-99,-99,-99,-99,11,-99,-99,11,14,8,-99,12,3,-99
11/6/2024,13,-99,11,-99,11,9,-99,7,8,-99,11,8,-99,5,8,10,-99,11,-99,-99,-99,16,4,-99,-99,-99,-99,8,-99,-99,8,15,6,-99,11,4,-99
11/6/2024,14,-99,9,-99,13,9,-99,7,6,-99,8,10,13,5,7,9,-99,10,-99,-99,-99,15,4,-99,-99,-99,-99,7,-99,-99,6,11,6,-99,11,4,-99
11/6/2024,15,-99,10,-99,11,9,-99,7,8,-99,8,10,11,5,9,9,-99,10,-99,-99,-99,13,4,-99,-99,-99,-99,8,-99,-99,6,9,6,-99,11,4,-99
11/6/2024,16,-99,9,-99,8,8,-99,6,11,-99,7,9,11,5,7,10,-99,10,-99,-99,22,13,5,-99,-99,-99,-99,7,-99,-99,7,10,5,-99,8,3,-99
11/6/2024,17,-99,10,-99,9,10,-99,7,18,-99,6,10,11,5,-99,10,-99,12,-99,-99,20,14,5,-99,-99,-99,-99,10,-99,-99,6,10,6,-99,10,3,-99
11/6/2024,18,-99,11,-99,10,11,-99,8,20,-99,8,12,13,5,-99,10,-99,14,-99,-99,19,17,5,-99,-99,-99,-99,10,-99,-99,8,13,6,-99,9,4,-99
11/6/2024,19,-99,13,-99,12,12,-99,10,29,-99,10,16,18,6,-99,12,-99,20,-99,-99,22,21,6,-99,-99,-99,-99,13,-99,-99,10,15,9,-99,10,6,-99
11/6/2024,20,-99,14,-99,15,15,-99,12,17,-99,11,21,16,8,11,12,-99,22,-99,-99,23,23,7,-99,-99,-99,-99,14,-99,-99,12,15,11,-99,12,10,-99
11/6/2024,21,-99,14,-99,15,16,-99,12,14,-99,13,22,17,9,12,15,-99,25,-99,-99,21,18,8,-99,-99,-99,-99,20,-99,-99,11,16,15,-99,13,11,-99
11/6/2024,22,-99,18,-99,15,14,-99,14,13,-99,13,27,16,11,14,13,-99,20,-99,-99,20,19,8,-99,-99,-99,-99,14,-99,-99,11,20,17,-99,13,11,-99
11/6/2024,23,-99,18,-99,15,-99,-99,9,12,-99,11,24,19,11,15,11,-99,14,-99,-99,17,18,8,-99,-99,-99,-99,18,-99,-99,8,12,14,-99,13,10,-99
11/6/2024,24,-99,17,-99,13,14,-99,12,10,-99,12,23,19,10,14,16,-99,15,-99,-99,16,20,7,-99,-99,-99,-99,12,-99,-99,9,15,14,-99,15,14,-99
12/6/2024,1,-99,21,-99,9,13,-99,12,8,-99,13,23,11,11,16,16,-99,11,-99,-99,13,25,7,-99,-99,19,-99,11,-99,-99,9,23,16,-99,13,20,-99
12/6/2024,2,-99,14,-99,6,19,-99,15,7,-99,6,19,8,10,7,17,-99,12,-99,-99,15,23,7,-99,-99,16,-99,7,-99,-99,12,20,10,-99,9,13,-99
12/6/2024,3,-99,10,-99,6,20,-99,10,20,-99,6,8,6,7,10,21,-99,15,-99,-99,15,17,7,-99,-99,10,-99,10,-99,-99,6,16,11,-99,10,11,-99
12/6/2024,4,-99,7,-99,5,12,-99,7,29,-99,5,7,5,7,-99,15,-99,18,-99,-99,19,15,7,-99,-99,9,-99,10,-99,-99,6,14,19,-99,12,11,-99
12/6/2024,5,-99,6,-99,6,14,-99,7,21,-99,6,7,6,14,23,14,-99,15,-99,-99,17,14,8,-99,-99,10,-99,14,-99,-99,9,15,19,-99,15,29,-99
12/6/2024,6,-99,10,-99,10,14,-99,9,34,-99,8,11,10,20,28,18,-99,28,-99,-99,35,24,13,-99,-99,12,-99,20,-99,-99,14,25,27,-99,30,30,-99
12/6/2024,7,-99,9,-99,14,23,-99,19,30,-99,10,19,29,25,35,28,-99,32,-99,-99,39,26,18,-99,-99,20,-99,29,-99,-99,22,29,32,-99,39,30,-99
12/6/2024,8,-99,9,-99,14,25,-99,14,34,-99,7,20,18,18,22,26,-99,29,-99,-99,38,19,20,-99,-99,14,-99,22,-99,-99,21,20,27,-99,36,20,-99
12/6/2024,9,-99,9,-99,7,23,-99,13,16,-99,7,14,17,12,11,20,-99,23,-99,-99,28,18,12,-99,-99,13,-99,15,-99,-99,17,24,22,-99,18,16,-99
12/6/2024,10,-99,16,-99,8,14,-99,15,9,-99,9,18,20,10,11,12,-99,16,-99,-99,22,21,7,-99,-99,19,-99,12,-99,-99,13,21,15,-99,15,5,-99
12/6/2024,11,-99,12,-99,-99,12,-99,10,9,-99,13,12,21,9,11,10,-99,15,-99,-99,20,23,5,-99,-99,-99,-99,11,-99,-99,-99,14,10,-99,14,6,-99
12/6/2024,12,-99,9,-99,-99,10,-99,9,-99,-99,14,10,15,7,9,10,-99,13,-99,-99,20,20,-99,-99,-99,-99,-99,8,-99,-99,8,12,7,-99,11,3,-99
12/6/2024,13,-99,10,-99,-99,8,-99,7,6,-99,12,9,14,5,6,13,-99,11,-99,-99,17,17,3,-99,-99,9,-99,7,-99,-99,7,14,6,-99,13,3,-99
12/6/2024,14,-99,9,-99,-99,9,-99,7,7,-99,10,11,13,5,7,10,-99,11,-99,-99,19,14,5,-99,-99,9,-99,7,-99,-99,7,12,6,-99,8,3,-99
12/6/2024,15,-99,10,-99,9,8,-99,7,7,-99,10,9,11,4,7,12,-99,8,-99,-99,22,12,5,-99,-99,9,-99,8,-99,-99,7,12,5,-99,13,2,-99
12/6/2024,16,-99,9,-99,8,7,-99,8,6,-99,8,9,12,4,8,10,-99,9,-99,-99,18,13,4,-99,-99,9,-99,6,-99,-99,6,10,5,-99,8,3,-99
12/6/2024,17,-99,9,-99,10,8,-99,8,7,-99,8,10,13,6,8,8,-99,10,-99,-99,21,12,4,-99,-99,8,-99,6,-99,-99,6,14,5,-99,10,4,-99
12/6/2024,18,-99,11,-99,10,10,-99,9,10,-99,9,12,14,6,9,9,-99,13,-99,-99,18,16,4,-99,-99,9,-99,6,-99,-99,9,14,6,-99,11,4,-99
12/6/2024,19,-99,13,-99,10,-99,-99,10,10,-99,9,15,14,8,10,12,-99,18,-99,-99,21,17,4,-99,-99,13,-99,12,-99,-99,10,15,8,-99,11,7,-99
12/6/2024,20,-99,14,-99,11,-99,-99,12,10,-99,10,21,13,7,12,11,-99,23,-99,-99,24,19,7,-99,-99,14,-99,18,-99,-99,12,18,10,-99,10,9,-99
12/6/2024,21,-99,16,-99,16,-99,-99,18,11,-99,12,23,16,9,12,14,-99,24,-99,-99,23,17,7,-99,-99,14,-99,18,-99,-99,13,17,12,-99,12,7,-99
12/6/2024,22,-99,16,-99,17,-99,-99,11,9,-99,11,21,10,10,15,13,-99,20,-99,-99,18,17,6,-99,-99,14,-99,8,-99,-99,11,18,9,-99,12,7,-99
12/6/2024,23,-99,13,-99,13,-99,-99,10,10,-99,8,16,13,9,13,11,-99,17,-99,-99,17,17,6,-99,-99,-99,-99,8,-99,-99,8,16,7,-99,14,8,-99
12/6/2024,24,-99,16,-99,10,12,-99,8,8,-99,5,15,9,8,11,12,-99,16,-99,-99,17,17,6,-99,-99,14,-99,8,-99,-99,9,17,7,-99,13,7,-99
13/6/2024,1,-99,9,-99,6,9,-99,8,7,-99,9,18,4,7,13,8,-99,11,-99,-99,13,14,7,-99,-99,-99,-99,8,-99,-99,7,20,6,-99,12,6,-99
13/6/2024,2,-99,-99,-99,8,11,-99,6,12,-99,9,6,6,8,7,9,-99,9,-99,-99,10,14,7,-99,-99,5,-99,9,-99,-99,9,10,9,-99,12,5,-99
13/6/2024,3,-99,8,-99,11,12,-99,8,18,-99,10,6,6,9,8,13,-99,14,-99,-99,15,13,9,-99,-99,7,-99,8,-99,-99,9,13,9,-99,17,7,-99
13/6/2024,4,-99,7,-99,6,12,-99,8,21,-99,12,7,9,9,15,11,-99,15,-99,-99,20,14,21,-99,-99,10,-99,11,-99,-99,11,13,14,-99,24,10,-99
13/6/2024,5,-99,6,-99,9,11,-99,9,27,-99,30,5,11,22,18,11,-99,14,-99,-99,25,24,23,-99,-99,9,-99,23,-99,-99,12,18,19,-99,27,19,-99
13/6/2024,6,-99,5,-99,20,17,-99,9,27,-99,33,9,23,26,21,15,-99,24,-99,-99,38,35,22,-99,-99,7,-99,33,-99,-99,19,37,26,-99,35,31,-99
13/6/2024,7,-99,8,-99,25,29,-99,21,28,-99,32,19,34,28,32,33,-99,37,-99,-99,41,33,21,-99,-99,19,-99,32,-99,-99,21,36,35,-99,35,30,-99
13/6/2024,8,-99,11,-99,31,27,-99,25,34,-99,13,21,34,23,39,33,-99,29,-99,-99,37,28,29,-99,-99,26,-99,33,-99,-99,20,31,37,-99,35,27,-99
13/6/2024,9,-99,14,-99,14,23,-99,14,34,-99,10,12,30,20,38,32,-99,38,-99,-99,51,25,23,-99,-99,16,-99,28,-99,-99,19,24,40,-99,23,23,-99
13/6/2024,10,-99,14,-99,12,29,-99,16,10,-99,11,11,24,23,36,32,-99,45,-99,-99,50,27,8,-99,-99,18,-99,16,-99,-99,16,24,26,-99,23,14,-99
13/6/2024,11,-99,14,-99,15,27,-99,20,11,-99,10,12,29,13,17,26,-99,34,-99,-99,31,27,6,-99,-99,23,-99,-99,-99,-99,13,29,13,-99,32,7,-99
13/6/2024,12,-99,-99,-99,11,21,-99,22,10,-99,15,8,27,7,9,16,-99,22,-99,-99,20,31,4,-99,-99,-99,-99,-99,-99,-99,11,16,8,-99,-99,6,-99
13/6/2024,13,-99,20,-99,9,11,-99,14,9,-99,15,7,18,5,8,11,-99,16,-99,-99,21,17,4,-99,-99,18,-99,-99,-99,-99,11,12,7,-99,-99,6,-99
13/6/2024,14,-99,12,-99,7,8,-99,9,11,-99,12,8,17,5,6,13,-99,14,-99,-99,12,17,3,-99,-99,10,-99,-99,-99,-99,9,12,6,-99,12,4,-99
13/6/2024,15,-99,10,-99,8,9,-99,10,9,-99,11,9,14,5,5,14,-99,14,-99,-99,16,15,3,-99,-99,11,-99,8,-99,-99,10,10,5,-99,14,4,-99
13/6/2024,16,-99,12,-99,8,9,-99,9,7,-99,11,7,13,5,5,16,-99,7,-99,-99,19,16,4,-99,-99,11,-99,8,-99,-99,7,11,5,-99,12,3,-99
13/6/2024,17,-99,12,-99,7,9,-99,9,13,-99,10,8,15,5,7,10,-99,11,-99,-99,16,17,3,-99,-99,10,-99,8,-99,-99,8,15,5,-99,11,3,-99
13/6/2024,18,-99,14,-99,10,11,-99,9,21,-99,9,9,13,8,10,11,-99,16,-99,-99,-99,19,5,-99,-99,12,-99,8,-99,-99,12,16,7,-99,13,4,-99
13/6/2024,19,-99,15,-99,13,13,-99,11,19,-99,9,17,16,7,11,13,-99,21,-99,-99,19,19,5,-99,-99,13,-99,13,-99,-99,12,18,8,-99,12,7,-99
13/6/2024,20,-99,-99,-99,15,15,-99,14,19,-99,11,20,17,7,10,14,-99,19,-99,-99,24,19,6,-99,-99,13,-99,16,-99,-99,11,16,9,-99,9,9,-99
13/6/2024,21,-99,14,-99,16,14,-99,12,14,-99,12,27,19,8,11,13,-99,22,-99,-99,19,26,7,-99,-99,-99,-99,15,-99,-99,12,17,9,-99,10,10,-99
13/6/2024,22,-99,16,-99,19,15,-99,12,11,-99,12,22,17,9,15,16,-99,16,-99,-99,20,26,6,-99,-99,15,-99,16,-99,-99,13,14,8,-99,10,8,-99
13/6/2024,23,-99,15,-99,16,12,-99,12,9,-99,12,19,15,8,14,11,-99,17,-99,-99,21,14,5,-99,-99,14,-99,12,-99,-99,11,15,9,-99,10,8,-99
13/6/2024,24,-99,14,-99,15,12,-99,10,11,-99,11,-99,13,10,12,12,-99,14,-99,-99,-99,21,5,-99,-99,13,-99,12,-99,-99,10,17,11,-99,12,11,-99
14/6/2024,1,-99,15,-99,8,9,-99,12,8,-99,7,21,11,8,11,10,-99,8,-99,-99,-99,18,6,-99,-99,15,14,8,-99,-99,11,15,15,-99,12,10,-99
14/6/2024,2,-99,14,-99,8,12,-99,12,6,-99,4,19,5,7,7,9,-99,9,-99,-99,-99,19,5,-99,-99,11,11,7,-99,-99,9,15,12,-99,11,9,-99
14/6/2024,3,-99,8,-99,5,11,-99,8,5,-99,4,7,4,6,6,14,-99,15,-99,-99,-99,13,6,-99,-99,7,9,6,-99,-99,8,13,10,-99,-99,13,-99
14/6/2024,4,-99,8,-99,6,10,-99,6,5,-99,4,6,4,7,7,10,-99,20,-99,-99,-99,14,7,-99,-99,7,8,6,-99,-99,9,12,16,-99,16,7,-99
14/6/2024,5,-99,7,-99,6,11,-99,6,8,-99,7,7,6,10,11,15,-99,18,-99,-99,-99,15,7,-99,-99,6,11,7,-99,-99,14,16,16,-99,22,11,-99
14/6/2024,6,-99,8,-99,12,17,-99,8,13,-99,12,9,13,14,21,19,-99,23,-99,-99,-99,19,14,-99,-99,10,19,16,-99,-99,18,22,24,-99,26,20,-99
14/6/2024,7,-99,15,-99,13,24,-99,16,25,-99,11,16,32,22,24,26,-99,30,-99,-99,35,26,17,-99,-99,18,25,29,-99,-99,21,31,28,-99,29,27,-99
14/6/2024,8,-99,13,-99,15,-99,-99,16,22,-99,10,20,20,20,14,31,-99,25,-99,-99,34,23,-99,-99,-99,13,19,28,-99,-99,17,23,23,-99,20,24,-99
14/6/2024,9,-99,13,-99,9,25,-99,17,12,-99,6,8,13,17,10,30,-99,24,-99,-99,28,21,8,-99,-99,21,11,18,-99,-99,12,17,20,-99,17,9,-99
14/6/2024,10,-99,19,-99,10,20,-99,17,10,-99,9,14,20,12,12,17,-99,15,-99,-99,25,20,5,-99,-99,-99,12,12,-99,-99,10,20,13,-99,15,5,-99
14/6/2024,11,-99,18,-99,13,15,-99,12,6,-99,10,10,21,9,8,18,-99,15,-99,-99,25,20,3,-99,-99,18,9,9,-99,-99,10,15,9,-99,12,4,-99
14/6/2024,12,-99,16,-99,8,15,-99,15,6,-99,12,9,14,6,-99,14,-99,16,-99,-99,24,16,3,-99,-99,16,8,7,-99,-99,8,12,5,-99,8,3,-99
14/6/2024,13,-99,14,-99,7,9,-99,10,6,-99,8,8,13,5,6,12,-99,9,-99,-99,18,12,3,-99,-99,11,9,7,-99,-99,8,11,5,-99,10,2,-99
14/6/2024,14,-99,9,-99,8,7,-99,7,6,-99,7,8,12,5,6,11,-99,10,-99,-99,19,12,-99,-99,-99,8,8,10,-99,-99,8,11,4,-99,13,2,-99
14/6/2024,15,-99,9,-99,8,9,-99,7,6,-99,7,9,13,5,8,9,-99,9,-99,-99,23,14,3,-99,-99,10,8,11,-99,-99,9,13,4,-99,9,2,-99
14/6/2024,16,-99,9,-99,7,8,-99,6,10,-99,8,9,13,5,7,10,-99,7,-99,-99,20,18,3,-99,-99,10,8,7,-99,-99,7,12,4,-99,10,3,-99
14/6/2024,17,-99,12,-99,8,9,-99,6,14,-99,7,9,11,5,8,9,-99,9,-99,-99,21,19,3,-99,-99,-99,9,6,-99,-99,8,15,6,-99,11,4,-99
14/6/2024,18,-99,13,-99,11,11,-99,8,15,-99,8,13,11,7,11,12,-99,10,-99,-99,24,20,3,-99,-99,13,11,9,-99,-99,9,14,7,-99,10,4,-99
14/6/2024,19,-99,-99,-99,16,12,-99,10,11,-99,9,18,15,7,11,13,-99,16,-99,-99,23,17,4,-99,-99,14,12,12,-99,-99,10,14,9,-99,10,7,-99
14/6/2024,20,-99,14,-99,16,14,-99,11,16,-99,13,22,20,8,10,12,-99,19,-99,-99,24,20,5,-99,-99,14,14,16,-99,-99,10,16,9,-99,11,9,-99
14/6/2024,21,-99,16,-99,19,14,-99,14,22,-99,14,23,20,9,12,14,-99,22,-99,-99,22,17,9,-99,-99,-99,19,17,-99,-99,14,17,13,-99,12,10,-99
14/6/2024,22,-99,18,-99,21,17,-99,14,29,-99,15,29,22,11,17,16,-99,22,-99,-99,26,18,7,-99,-99,-99,22,19,-99,-99,19,19,16,-99,13,11,-99
14/6/2024,23,-99,19,-99,20,21,-99,22,21,-99,15,28,24,11,19,18,-99,30,-99,-99,29,21,10,-99,-99,-99,19,20,-99,-99,16,16,19,-99,15,11,-99
14/6/2024,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
15/6/2024,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
15/6/2024,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
15/6/2024,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
15/6/2024,4,-99,12,-99,8,11,-99,12,21,-99,6,17,5,6,6,9,-99,8,-99,-99,10,16,9,-99,-99,-99,9,8,-99,-99,7,11,6,-99,9,10,-99
15/6/2024,5,-99,11,-99,7,8,-99,6,17,-99,6,16,6,6,6,8,-99,11,-99,-99,11,20,8,-99,-99,10,9,11,-99,-99,7,14,7,-99,11,10,-99
15/6/2024,6,-99,10,-99,9,16,-99,12,22,-99,9,27,7,8,9,13,-99,18,-99,-99,21,22,10,-99,-99,9,14,16,-99,-99,7,25,13,-99,12,14,-99
15/6/2024,7,-99,15,-99,10,20,-99,18,29,-99,9,24,12,12,17,17,-99,30,-99,-99,26,23,14,-99,-99,16,21,17,-99,-99,10,30,16,-99,19,18,-99
15/6/2024,8,-99,21,-99,9,18,-99,16,18,-99,7,17,13,13,14,22,-99,23,-99,-99,23,25,6,-99,-99,19,16,18,-99,-99,12,22,11,-99,13,11,-99
15/6/2024,9,-99,16,-99,8,16,-99,12,6,-99,6,12,11,-99,9,12,-99,16,-99,-99,25,19,3,-99,-99,15,10,10,-99,-99,8,16,6,-99,14,4,-99
15/6/2024,10,-99,14,-99,8,11,-99,6,7,-99,7,9,12,7,8,11,-99,12,-99,-99,21,15,3,-99,-99,14,10,8,-99,-99,8,15,6,-99,8,3,-99
15/6/2024,11,-99,11,-99,8,11,-99,6,6,-99,7,7,12,9,7,15,-99,12,-99,-99,-99,13,3,-99,-99,11,8,9,-99,-99,8,13,6,-99,9,3,-99
15/6/2024,12,-99,11,-99,8,10,-99,7,6,-99,7,6,13,6,6,10,-99,11,-99,-99,19,13,3,-99,-99,9,7,6,-99,-99,8,9,4,-99,10,3,-99
15/6/2024,13,-99,10,-99,7,9,-99,7,5,-99,7,6,12,5,5,9,-99,8,-99,-99,15,12,2,-99,-99,9,8,6,-99,-99,7,10,4,-99,10,2,-99
15/6/2024,14,-99,9,-99,7,7,-99,6,5,-99,6,6,11,4,5,12,-99,8,-99,-99,14,10,3,-99,-99,9,8,6,-99,-99,7,11,4,-99,10,2,-99
15/6/2024,15,-99,8,-99,6,7,-99,6,6,-99,7,7,11,5,7,7,-99,8,-99,-99,19,10,3,-99,-99,7,8,8,-99,-99,8,11,4,-99,10,2,-99
15/6/2024,16,-99,9,-99,6,7,-99,5,6,-99,7,7,10,5,7,7,-99,7,-99,-99,17,11,-99,-99,-99,7,8,7,-99,-99,7,10,4,-99,10,2,-99
15/6/2024,17,-99,9,-99,6,7,-99,5,7,-99,6,7,9,6,6,8,-99,7,-99,-99,20,11,-99,-99,-99,7,8,-99,-99,-99,7,9,6,-99,9,2,-99
15/6/2024,18,-99,10,-99,8,7,-99,6,7,-99,7,11,9,6,5,8,-99,12,-99,-99,16,11,-99,-99,-99,8,9,8,-99,-99,8,9,5,-99,9,5,-99
15/6/2024,19,-99,11,-99,11,10,-99,9,7,-99,8,14,12,8,10,9,-99,13,-99,-99,17,13,-99,-99,-99,9,11,8,-99,-99,8,12,8,-99,10,7,-99
15/6/2024,20,-99,12,-99,13,10,-99,9,10,-99,10,16,13,7,14,10,-99,15,-99,-99,22,15,-99,-99,-99,11,14,10,-99,-99,11,14,9,-99,8,7,-99
15/6/2024,21,-99,15,-99,14,-99,-99,10,13,-99,11,22,15,9,13,10,-99,14,-99,-99,20,14,-99,-99,-99,13,16,11,-99,-99,11,13,12,-99,10,10,-99
